"LIBRARYREFERENCE","COMMENT","COMPONENTLINK1DESCRIPTION","COMPONENTLINK1URL","SUPPLIER 1","SUPPLIER PART NUMBER 1","SHEETPART","DESIGNATOR","DESCRIPTION"
"ABM11AIG-20.000MHZ-4Z-T3","*","Datasheet","http://www.abracon.com/AIGcrystals/ABM11AIG.pdf","Digi-Key","535-13370-1-ND","*","Y?","20MHZ Crystal Oscillator"
